Id,Latitude,Longitude,Region by Zipcode,Zipcode
25867762,30.26195,-97.72516999999999,East,78702.0
22890639,30.282490000000003,-97.71096999999999,East,78702.0
18868680,30.263990000000003,-97.7348,East,78702.0
27929560,30.26455,-97.73089,East,78702.0
28031565,30.263109999999998,-97.73066,East,78702.0
28490380,30.26489,-97.73073000000001,East,78702.0
28463789,30.26342,-97.72892,East,78702.0
28466259,30.264879999999998,-97.73018,East,78702.0
28362968,30.26277,-97.73034,East,78702.0
28184779,30.2629,-97.73066,East,78702.0
29338914,30.2508,-97.74779000000001,South Central,78704.0
28661462,30.252679999999998,-97.7481,South Central,78704.0
28661116,30.25048,-97.74771,South Central,78704.0
27738213,30.42271,-97.94573000000001,West,78734.0
10433894,30.223029999999998,-97.72084,South East,
34255854,30.332179999999997,-97.81085,West,
34651214,30.33243,-97.80879,West,
35185382,30.33192,-97.80936,West,
34309059,30.40768,-97.72091999999999,North Suburbs,
37314851,30.22972,-97.76688,South Central,
32936617,30.39429,-97.67781,North,
33723668,30.2822,-97.76013,Central,
30706599,30.282320000000002,-97.74736999999999,Central,
32778210,30.27133,-97.7491,Central,
35390362,30.26282,-97.7251,East,
38164267,30.231740000000002,-97.729,South East,
38406465,30.23232,-97.72931,South East,
32645421,30.43057,-97.74691,North Suburbs,
35466212,30.21742,-97.70358,South East,
36076569,30.22268,-97.74207,South East,
32639657,30.32463,-97.69045,East,
31317807,30.238429999999997,-97.74205,South East,
37562017,30.39279,-97.67791,North,
35164283,30.28355,-97.74537,Central,
37025001,30.2855,-97.74771,Central,
33612371,30.29712,-97.74011,Central,
33585094,30.295759999999998,-97.73963,Central,
33634378,30.29692,-97.73794000000001,Central,
33611799,30.2965,-97.73832,Central,
33548057,30.28525,-97.74594,Central,
38696356,30.2869,-97.74586,Central,
35615457,30.4386,-97.67915,North Suburbs,
32746285,30.28228,-97.76052,Central,
32790945,30.24012,-97.73114,South East,
37691922,30.2805,-97.74399,Central,
30318844,30.34265,-97.71082,Central,
37394787,30.24055,-97.75245,South Central,
30737212,30.24131,-97.75322,South Central,
30487591,30.288390000000003,-97.73983,Central,
29962448,30.25135,-97.71391,East,
37946178,30.21888,-97.63564000000001,Far East,
20713150,30.305809999999997,-97.75452,Central,
32701757,30.19275,-97.74269,South East,
32956837,30.288429999999998,-97.7193,East,
35367832,30.328870000000002,-97.9205,West,
35064938,30.43057,-97.7673,North Suburbs,
32785024,30.30123,-97.64084,Far East,
36720271,30.49215,-97.7751,North Suburbs,
37530488,30.49264,-97.77463,North Suburbs,
36306459,30.49206,-97.77488000000001,North Suburbs,
32661247,30.49612,-97.79466,North Suburbs,
32667974,30.17708,-97.8084,South,
34866172,30.482870000000002,-97.78817,North Suburbs,
38676471,30.448079999999997,-97.69037,North Suburbs,
34617311,30.36352,-97.73021999999999,Central,
36375365,30.356279999999998,-97.65095,North,
28717358,30.41863,-97.72405,North Suburbs,
37209230,30.28257,-97.64688000000001,Far East,
32920659,30.281999999999996,-97.64578,Far East,
31671856,30.28258,-97.64735,Far East,
32700878,30.19146,-97.74203,South East,
32669055,30.44326,-97.67331999999999,North Suburbs,
32669150,30.444090000000003,-97.67448,North Suburbs,
32668776,30.4433,-97.67324,North Suburbs,
17188559,30.317729999999997,-97.72142,Central,
32821156,30.2357,-97.74977,South Central,
34426179,30.447809999999997,-97.67003000000001,North Suburbs,
37153317,30.21128,-97.81629000000001,South,
34689047,30.4462,-97.66977,North Suburbs,
38578563,30.24592,-97.73255,East,
33779027,30.382640000000002,-97.70255999999999,North,
9158427,30.21609,-97.83273,South,
30370506,30.16289,-97.81668,South,
31462834,30.163420000000002,-97.81701,South,
32444232,30.2256,-97.7391,South East,
33746327,30.207109999999997,-97.7841,South,
31661267,30.349859999999996,-97.74817,Central,
31709062,30.195890000000002,-97.77787,South,
38291167,30.46332,-97.8051,West,
34360095,30.454290000000004,-97.81495,West,
38020051,30.25443,-97.7811,West,
33637235,30.25587,-97.75417,South Central,
31121993,30.19418,-97.8362,South,
30590449,30.179029999999997,-97.8231,South,
32467063,30.2525,-97.72837,East,
38520774,30.26642,-97.6991,East,
35265463,30.299840000000003,-97.71717,Central,
32363720,30.301859999999998,-97.71819,Central,
36948424,30.308609999999998,-97.71531,Central,
36725789,30.30815,-97.71704,Central,
35708266,30.30505,-97.73219,Central,
32794523,30.41856,-97.67841999999999,North Suburbs,
32813690,30.413529999999998,-97.6786,North Suburbs,
32583393,30.256690000000003,-97.68656,East,
32342665,30.258190000000003,-97.68748000000001,East,
35883896,30.157490000000003,-97.71647,South East,
33780734,30.233220000000003,-97.70286999999999,South East,
34000680,30.22532,-97.69673,South East,
32388449,30.291840000000004,-97.69875,East,
31459435,30.291179999999997,-97.75173000000001,Central,
35058917,30.31002,-97.72691,Central,
32105040,30.24868,-97.75216999999999,South Central,
32724757,30.23535,-97.70076,South East,
34339994,30.246370000000002,-97.7465,South East,
32424122,30.28507,-97.77620999999999,Central,
31287007,30.26162,-97.762,South Central,
37947834,30.290129999999998,-97.74637,Central,
38479097,30.21511,-97.63251,Far East,
38677528,30.21886,-97.6345,Far East,
31463288,30.240070000000003,-97.7396,South East,
32614151,30.40614,-97.69303000000001,North,
31714130,30.41125,-97.75378,North Suburbs,
29062733,30.230940000000004,-97.72725,South East,
32848513,30.232709999999997,-97.72308000000001,South East,
38728146,30.1879,-97.76552,South,
38575807,30.2336,-97.72681999999999,South East,
36632111,30.450359999999996,-97.78368,North Suburbs,
38480408,30.408309999999997,-97.74325999999999,North Suburbs,
33095914,30.211920000000003,-97.82139000000001,South,
34792487,30.23354,-97.78434,South Central,
36367625,30.14613,-97.79006,South East,
38328931,30.22689,-97.88553,West,
20725698,30.295740000000002,-97.72251,Central,
33734903,30.44074,-97.69569,North Suburbs,
13867530,30.28485,-97.7454,Central,
35999506,30.2215,-97.72561999999999,South East,
31518258,30.422259999999998,-97.68044,North Suburbs,
29926514,30.42408,-97.84658,West,
32920985,30.2315,-97.71885999999999,South East,
29800408,30.160840000000004,-97.79131,South,
34388931,30.230520000000002,-97.88747,West,
32940990,30.32654,-97.63896,North,
33456501,30.448259999999998,-97.78503,North Suburbs,
33386659,30.382440000000003,-97.67135,North,
35081882,30.304470000000002,-97.71517,Central,
37972432,30.438540000000003,-97.75829,North Suburbs,
34095668,30.24608,-97.7827,South Central,
32871919,30.246859999999998,-97.78192,South Central,
37997800,30.2091,-97.80634,South,
32797916,30.30463,-97.73621,Central,
30528993,30.33183,-97.66275999999999,North,
38231654,30.32783,-97.74202,Central,
31293486,30.262220000000003,-97.78834,West,
37022716,30.289640000000002,-97.77031,Central,
37490850,30.24714,-97.78005,West,
32838144,30.24768,-97.76079,South Central,
32861914,30.24917,-97.75905999999999,South Central,
32139544,30.36862,-97.80152,West,
38378640,30.288890000000002,-97.74893,Central,
38377583,30.28868,-97.74831999999999,Central,
35520754,30.3777,-97.66821999999999,North,
30228110,30.27927,-97.74136,Central,
32569500,30.260070000000002,-97.72614,East,
38133393,30.23167,-97.72816,South East,
32674302,30.23252,-97.72774,South East,
34123147,30.239829999999998,-97.72335,South East,
36660292,30.22904,-97.72506,South East,
36661115,30.2285,-97.72534,South East,
36100158,30.23713,-97.76473,South Central,
34373408,30.241640000000004,-97.72542,South East,
34372918,30.24104,-97.72699,South East,
32940160,30.239209999999996,-97.72229,South East,
32701399,30.24056,-97.72124000000001,South East,
35314486,30.24124,-97.71941,South East,
36557381,30.234540000000003,-97.76815,South Central,
31599799,30.234479999999998,-97.76687,South Central,
29899144,30.343629999999997,-97.69986999999999,Central,
37969365,30.39547,-97.70427,North,
32936749,30.41463,-97.67879,North Suburbs,
37238422,30.18163,-97.77329,South,
35718644,30.42874,-97.74432,North Suburbs,
38207394,30.32041,-97.72957,Central,
35285444,30.31843,-97.70991,Central,
33008722,30.23232,-97.84204,West,
32015331,30.23119,-97.73772,South East,
32783435,30.234859999999998,-97.71675,South East,
35262115,30.23222,-97.71812,South East,
37055669,30.22672,-97.72315,South East,
38552190,30.22441,-97.75258000000001,South Central,
32835806,30.25238,-97.74801,South Central,
32609725,30.23739,-97.75285,South Central,
37782580,30.25603,-97.75119000000001,South Central,
37567910,30.238429999999997,-97.74736,South East,
33140317,30.298270000000002,-97.73355,Central,
37156373,30.285079999999997,-97.74773,Central,
35151897,30.28753,-97.74924,Central,
32436674,30.350640000000002,-97.71679,North,
33612482,30.29552,-97.73935,Central,
33612223,30.29676,-97.73868,Central,
33614145,30.29702,-97.73964000000001,Central,
33614919,30.29717,-97.73861,Central,
33636858,30.296740000000003,-97.73858,Central,
33634608,30.29525,-97.73852,Central,
33636765,30.2968,-97.73832,Central,
33613216,30.29546,-97.73831,Central,
33636589,30.29543,-97.73782,Central,
33636947,30.28818,-97.74410999999999,Central,
33637092,30.28708,-97.74403000000001,Central,
38696318,30.285020000000003,-97.74603,Central,
38696340,30.28473,-97.74479000000001,Central,
38696349,30.2869,-97.74571999999999,Central,
38597297,30.28533,-97.74566,Central,
33213811,30.265829999999998,-97.62699,Far East,
20693118,30.304190000000002,-97.70974,Central,
33199003,30.27923,-97.71246,East,
32761259,30.26428,-97.7191,East,
33041221,30.298009999999998,-97.72107,Central,
31544109,30.30572,-97.71799,Central,
36660633,30.332490000000004,-97.71795999999999,Central,
32787511,30.28033,-97.69549,East,
32420598,30.278270000000003,-97.70489,East,
31005465,30.22853,-97.75734,South Central,
33043883,30.32473,-97.68338,East,
32051507,30.2413,-97.75282,South Central,
38524400,30.36305,-97.71021999999999,North,
20653149,30.237340000000003,-97.75864,South Central,
36737517,30.406029999999998,-97.71465,North,
32937803,30.32317,-97.74148000000001,Central,
34304450,30.2581,-97.79569000000001,West,
32420453,30.2619,-97.7758,South Central,
32497734,30.25767,-97.74625,South Central,
35306421,30.2832,-97.76037,Central,
35799139,30.388009999999998,-97.65871,North,
29678620,30.238670000000003,-97.75944,South Central,
32286972,30.26598,-97.74168,South Central,
38677843,30.21208,-97.7693,South,
38649540,30.213790000000003,-97.7693,South,
34942810,30.23655,-97.7308,South East,
35414008,30.23145,-97.73422,South East,
36769236,30.296470000000003,-97.70029,East,
32963462,30.342640000000003,-97.76496999999999,Central,
37359175,30.345679999999998,-97.75397,Central,
32474697,30.23235,-97.74073,South East,
32401936,30.244040000000002,-97.77991,South Central,
38498784,30.29148,-97.74686,Central,
32983388,30.25651,-97.76584,South Central,
34116837,30.337329999999998,-97.98806,West,
34651358,30.352259999999998,-97.98664000000001,West,
32916260,30.13127,-97.77013000000001,South East,
29686350,30.21775,-97.78019,South,
36214838,30.393140000000002,-97.67615,North,
30349751,30.44766,-97.77949,North Suburbs,
36146222,30.317140000000002,-97.69914,East,
36165182,30.31857,-97.69776,East,
37373169,30.316779999999998,-97.69717,East,
36420469,30.282759999999996,-97.74448000000001,Central,
38550452,30.26115,-97.73915,South Central,
20729817,30.364320000000003,-97.64658,North,
33586677,30.1593,-97.74365,South East,
29936290,30.39302,-97.64805,North,
31924457,30.17615,-97.80555,South,
32592723,30.23665,-97.80502,West,
32592481,30.23648,-97.80481999999999,West,
29035524,30.31536,-97.74422,Central,
37720974,30.265340000000002,-97.71669,East,
38347262,30.336370000000002,-97.98810999999999,West,
36508982,30.14893,-97.80672,South,
31566433,30.343790000000002,-97.68648,North,
29705375,30.15273,-97.74554,South East,
33916496,30.239290000000004,-97.57594,Far East,
35939044,30.1621,-97.73875,South East,
36701979,30.216479999999997,-97.63555,Far East,
37751342,30.35473,-97.64301999999999,North,
20675198,30.20988,-97.81108,South,
30292788,30.447879999999998,-97.67143,North Suburbs,
32317100,30.24375,-97.87458000000001,West,
32687820,30.29986,-97.73105,Central,
33373105,30.165059999999997,-97.82597,South,
38074249,30.1802,-97.79153000000001,South,
38266193,30.35688,-97.64084,North,
34615701,30.37592,-97.97648000000001,West,
37392383,30.256059999999998,-97.70338000000001,East,
32745860,30.30227,-97.69075,East,
37687874,30.19787,-97.80176,South,
31621920,30.3568,-97.66378,North,
32584468,30.227890000000002,-97.58823000000001,Far East,
38242852,30.35622,-97.6412,North,
32584199,30.229879999999998,-97.58771,Far East,
38236128,30.35575,-97.64175,North,
35766493,30.19561,-97.98791999999999,South,
34423838,30.258979999999998,-97.58457,Far East,
31722922,30.15318,-97.83736999999999,South,
35582351,30.23913,-97.57431,Far East,
32660874,30.497009999999996,-97.79464,North Suburbs,
33247800,30.28773,-97.64746,Far East,
14667568,30.361790000000003,-97.64508000000001,North,
32442864,30.25961,-97.66705999999999,East,
32963125,30.22975,-97.6951,South East,
36140672,30.18409,-97.80804,South,
37173853,30.204290000000004,-97.78425,South,
32818633,30.4602,-97.80478000000001,West,
30512857,30.313440000000003,-97.71625,Central,
29027411,30.42575,-97.76345,North Suburbs,
38097309,30.23175,-97.58408,Far East,
37012836,30.152390000000004,-97.78414000000001,South East,
35941448,30.1753,-97.83381,South,
35418706,30.20072,-97.7898,South,
32767241,30.241059999999997,-97.58638,Far East,
32386416,30.20485,-97.78395,South,
32367301,30.19868,-97.80604,South,
32875363,30.151840000000004,-97.78399999999999,South East,
31801854,30.49295,-97.79043,North Suburbs,
31707052,30.323559999999997,-97.73331,Central,
32659519,30.19292,-97.78981999999999,South,
32698932,30.23015,-97.5865,Far East,
37392349,30.412359999999996,-97.71401,North Suburbs,
37150674,30.21335,-97.81796999999999,South,
37990232,30.130640000000003,-97.77465,South East,
36974841,30.368159999999996,-97.69054,North,
32516787,30.35574,-97.66281,North,
34389674,30.284679999999998,-97.64399,Far East,
35649772,30.41866,-97.75052,North Suburbs,
31292253,30.15385,-97.83618,South,
31922287,30.427570000000003,-97.67288,North Suburbs,
20691663,30.33711,-97.72731999999999,Central,
33273199,30.15918,-97.74579,South East,
36772473,30.44645,-97.76054,North Suburbs,
31148131,30.2404,-97.57802,Far East,
32268238,30.379040000000003,-97.69667,North,
36388140,30.44636,-97.76218,North Suburbs,
37975800,30.189909999999998,-97.75774,South East,
34083274,30.42414,-97.72858000000001,North Suburbs,
32814532,30.424,-97.72872,North Suburbs,
31591815,30.343970000000002,-97.85385,West,
34872926,30.20247,-97.78984,South,
28125086,30.33349,-97.71115,Central,
33944350,30.21479,-97.80425,South,
31961041,30.26009,-97.66977,East,
34156019,30.33788,-97.98741,West,
37078492,30.24751,-97.56142,Far East,
38300333,30.32095,-97.75317,Central,
37631809,30.158459999999998,-97.82706999999999,South,
35900455,30.448829999999997,-97.67406,North Suburbs,
31091113,30.4435,-97.68574,North Suburbs,
32586332,30.282329999999998,-97.62834000000001,Far East,
33936097,30.17855,-97.80627,South,
33664644,30.4923,-97.77181,North Suburbs,
37152789,30.2118,-97.81801999999999,South,
32763287,30.22115,-97.73591,South East,
33096427,30.1374,-97.77235999999999,South East,
31540001,30.49022,-97.7993,North Suburbs,
35130833,30.204240000000002,-97.96929,South,
30328698,30.21485,-97.80955,South,
33621240,30.232879999999998,-97.76111,South Central,
23671007,30.394609999999997,-97.70184,North,
38297689,30.35677,-97.64998,North,
31270252,30.44765,-97.76299,North Suburbs,
31270148,30.447779999999998,-97.76151999999999,North Suburbs,
24658675,30.41791,-97.71514,North Suburbs,
29685467,30.28564,-97.69523000000001,East,
37302325,30.23795,-97.58248,Far East,
32891913,30.188709999999997,-97.81318,South,
37458247,30.240009999999998,-97.58293,Far East,
20677850,30.25866,-97.76315,South Central,
31310837,30.32033,-97.74635,Central,
31384001,30.321009999999998,-97.74631,Central,
32382342,30.354440000000004,-97.73496,Central,
36378791,30.451109999999996,-97.80452,West,
33834947,30.463309999999996,-97.80015999999999,West,
33884146,30.46248,-97.80059,West,
38732317,30.254540000000002,-97.83561,West,
35812822,30.3381,-97.73588000000001,Central,
33472728,30.30276,-97.75601999999999,Central,
32427101,30.285970000000002,-97.77152,Central,
32426762,30.286540000000002,-97.77006,Central,
34655688,30.214190000000002,-97.79484000000001,South,
34655525,30.215770000000003,-97.79524,South,
38045074,30.204140000000002,-97.83104,South,
32696478,30.19615,-97.81306,South,
33464696,30.179109999999998,-97.82296,South,
33556891,30.202090000000002,-97.8245,South,
31793692,30.20539,-97.85236,South,
36766804,30.1969,-97.8229,South,
36316022,30.197359999999996,-97.82321,South,
33691043,30.20614,-97.83173000000001,South,
32991115,30.19146,-97.83209000000001,South,
32840670,30.192909999999998,-97.90515,South,
37826811,30.389229999999998,-97.67041,North,
32955301,30.385070000000002,-97.6641,North,
36019346,30.390559999999997,-97.666,North,
33587937,30.34194,-97.72849000000001,Central,
34717990,30.227120000000003,-97.76564,South Central,
35287403,30.22955,-97.76683,South Central,
35999761,30.23847,-97.75459000000001,South Central,
36568533,30.206390000000003,-97.7668,South,
30085339,30.26515,-97.71788000000001,East,
37657848,30.27259,-97.72818000000001,East,
30747046,30.26509,-97.72408,East,
30349139,30.25749,-97.72395,East,
35383269,30.26306,-97.71098,East,
38581452,30.26254,-97.73331999999999,East,
38580682,30.26088,-97.73351,East,
38256161,30.274829999999998,-97.72967,East,
29995274,30.2726,-97.72623,East,
37724412,30.273840000000003,-97.72415,East,
38360056,30.261570000000003,-97.72103,East,
33995821,30.2618,-97.71764,East,
37590861,30.271340000000002,-97.72856,East,
37625924,30.27228,-97.72819,East,
33078099,30.278579999999998,-97.70976999999999,East,
34899309,30.26427,-97.70839000000001,East,
32842073,30.238459999999996,-97.73382,South East,
38014932,30.321409999999997,-97.72480999999999,Central,
38015114,30.321440000000003,-97.72621,Central,
36075861,30.23937,-97.73447,South East,
36136195,30.23847,-97.73526,South East,
36081143,30.2379,-97.73479,South East,
36081895,30.239320000000003,-97.73682,South East,
36275693,30.23712,-97.73524,South East,
36144163,30.238809999999997,-97.73683,South East,
35876489,30.237309999999997,-97.73084,South East,
36137413,30.23755,-97.73658,South East,
35603929,30.236290000000004,-97.73053,South East,
36276326,30.23759,-97.73657,South East,
36081497,30.237790000000004,-97.73684,South East,
38670558,30.270970000000002,-97.70546999999999,East,
34655253,30.38898,-97.70298000000001,North,
36483646,30.309420000000003,-97.72134,Central,
30795032,30.343190000000003,-97.70966999999999,Central,
37499134,30.25625,-97.71283000000001,East,
37997545,30.30504,-97.73129,Central,
31291612,30.28136,-97.68799999999999,East,
34945522,30.275309999999998,-97.69458,East,
32213846,30.25856,-97.68446,East,
32106921,30.25859,-97.68316999999999,East,
37594994,30.16109,-97.73418000000001,South East,
32697418,30.20063,-97.74051999999999,South East,
32719790,30.19957,-97.73385999999999,South East,
29736245,30.158790000000003,-97.73219,South East,
35704743,30.20203,-97.6923,South East,
36879790,30.199990000000003,-97.69319,South East,
38523325,30.19945,-97.74221999999999,South East,
31591106,30.19745,-97.70259,South East,
38487717,30.19947,-97.75358,South East,
37245608,30.198109999999996,-97.73385999999999,South East,
37187546,30.19608,-97.73592,South East,
38581107,30.4141,-97.73787,North Suburbs,
32891814,30.22305,-97.68963000000001,South East,
34570163,30.224009999999996,-97.70269,South East,
38039540,30.220029999999998,-97.69896,South East,
30797962,30.39876,-97.65156,North,
32183601,30.233359999999998,-97.7018,South East,
33491053,30.22758,-97.69716,South East,
37828782,30.29165,-97.69979000000001,East,
36279456,30.29177,-97.6964,East,
34670991,30.288009999999996,-97.70563,East,
37148433,30.29368,-97.69538,East,
33549833,30.24488,-97.89139,West,
37721114,30.250890000000002,-97.91718,West,
35670369,30.252670000000002,-97.91723,West,
37970366,30.22386,-97.86395,South,
38723815,30.224840000000004,-97.74116,South East,
30903883,30.22895,-97.74129,South East,
37050487,30.2203,-97.72576,South East,
32522922,30.23116,-97.73756,South East,
32522656,30.229459999999996,-97.73942,South East,
32897159,30.30156,-97.68245999999999,East,
32896642,30.30296,-97.68166,East,
37251772,30.302629999999997,-97.68086,East,
32163863,30.2302,-97.71600000000001,South East,
32165053,30.23035,-97.71755,South East,
30160352,30.23255,-97.71089,South East,
33584514,30.22966,-97.7118,South East,
32257544,30.277509999999996,-97.70116,East,
32890300,30.27239,-97.71809,East,
31289077,30.279490000000003,-97.70707,East,
37916734,30.27032,-97.71813,East,
34854897,30.28262,-97.70418000000001,East,
34686703,30.4559,-97.77964,North Suburbs,
32630975,30.418020000000002,-97.69539,North Suburbs,
31882094,30.47138,-97.77803,North Suburbs,
33297333,30.418879999999998,-97.69237,North Suburbs,
36602666,30.419420000000002,-97.69481999999999,North Suburbs,
31068793,30.424290000000003,-97.68284,North Suburbs,
31066063,30.42385,-97.68284,North Suburbs,
31066871,30.424690000000002,-97.68271999999999,North Suburbs,
36265348,30.23852,-97.77656,South Central,
32636558,30.24205,-97.77381,South Central,
38205064,30.23654,-97.77781,South Central,
38484836,30.23256,-97.77842,South Central,
38486868,30.23273,-97.7789,South Central,
38484465,30.218690000000002,-97.77472,South,
36116087,30.21155,-97.78076999999999,South,
37319704,30.21695,-97.77699,South,
29743799,30.2254,-97.79014000000001,South Central,
30017549,30.226340000000004,-97.78878,South Central,
38416144,30.16785,-97.79971,South,
38413137,30.16968,-97.7976,South,
34507431,30.329859999999996,-97.6956,Central,
32665292,30.32602,-97.68758000000001,East,
36599069,30.357470000000003,-97.9031,West,
36728892,30.35693,-97.90337,West,
35373621,30.22702,-97.81385999999999,West,
34309398,30.298140000000004,-97.78065,West,
38155854,30.16299,-97.99871,South,
32313050,30.250659999999996,-97.73989,South Central,
38322980,30.25075,-97.73961,South Central,
30008727,30.25083,-97.73994,South Central,
31211550,30.32025,-97.67134,East,
30746701,30.29123,-97.71410999999999,East,
38585685,30.3885,-97.68160999999999,North,
32019572,30.182709999999997,-97.78859,South,
31950765,30.186909999999997,-97.7878,South,
32765142,30.203229999999998,-97.78233,South,
38574646,30.22343,-97.80341,South,
34312388,30.224079999999997,-97.80306999999999,South,
31333278,30.225890000000003,-97.80166,West,
32472513,30.22002,-97.7978,South,
35536016,30.22505,-97.79571999999999,South,
2512464,30.297590000000003,-97.82611999999999,West,
2514883,30.296979999999998,-97.82666,West,
31223491,30.295659999999998,-97.82354000000001,West,
35042730,30.32147,-97.77988,West,
34481860,30.26962,-97.81058,West,
36347271,30.35577,-97.65047,North,
37687364,30.366090000000003,-97.67439,North,
37365241,30.28652,-97.64650999999999,Far East,
37364612,30.28825,-97.64644,Far East,
31473651,30.286509999999996,-97.64487,Far East,
34744490,30.26183,-97.73143,East,
34747136,30.260109999999997,-97.73331,East,
31476886,30.31395,-97.65352,Far East,
31473717,30.315179999999998,-97.65299999999999,Far East,
34746804,30.259559999999997,-97.73213,East,
34098828,30.31513,-97.69529,East,
32831056,30.30961,-97.68649,East,
32285609,30.317690000000002,-97.68630999999999,East,
31223159,30.308690000000002,-97.69603000000001,East,
35351374,30.35697,-97.72969,Central,
35163984,30.356540000000003,-97.72981,Central,
35095480,30.356720000000003,-97.72955,Central,
34687636,30.25889,-97.76119,South Central,
33669750,30.234679999999997,-97.91848,West,
35979793,30.21418,-97.76215,South,
38258712,30.23982,-97.73235,South East,
32666944,30.18025,-97.74884,South East,
38416500,30.289240000000003,-97.74891,Central,
38416396,30.289040000000004,-97.74873000000001,Central,
32847641,30.266640000000002,-97.68765,East,
33427873,30.164990000000003,-97.77757,South,
36804341,30.19695,-97.7995,South,
12291701,30.396490000000004,-97.65448,North,
38166625,30.44792,-97.77923,North Suburbs,
31106564,30.36774,-97.69879,North,
37779080,30.1689,-97.81839000000001,South,
30469182,30.154729999999997,-97.83111,South,
30468471,30.155170000000002,-97.83179,South,
33195107,30.36863,-97.69759,North,
35830890,30.242520000000003,-97.72565,South East,
32896649,30.25865,-97.79528,West,
31617997,30.190959999999997,-97.83422,South,
37365502,30.29754,-97.70035,East,
31359813,30.265790000000003,-97.7078,East,
35747326,30.44015,-97.76353,North Suburbs,
32871223,30.224429999999998,-97.69677,South East,
33970368,30.29853,-97.70102,East,
34020466,30.29965,-97.7011,East,
35236899,30.289440000000003,-97.70506,East,
35371858,30.295790000000004,-97.69896999999999,East,
38162108,30.22552,-97.74158,South East,
37863624,30.38624,-97.70299,North,
37863907,30.386470000000003,-97.70344,North,
37703203,30.39665,-97.69914,North,
38225884,30.244390000000003,-97.77619,South Central,
37296087,30.23495,-97.78045999999999,South Central,
31765314,30.24168,-97.78291,South Central,
32820288,30.222509999999996,-97.72426,South East,
32850511,30.22424,-97.72336,South East,
34114283,30.246859999999998,-97.74661,South East,
32785126,30.18484,-97.78225,South,
32916120,30.23804,-97.80999,West,
32725641,30.48638,-97.7366,North Suburbs,
31026797,30.339879999999997,-97.72017,Central,
29960557,30.330809999999996,-97.67697,North,
37393307,30.402829999999998,-97.7016,North,
35113961,30.231379999999998,-97.72731999999999,South East,
32384982,30.24727,-97.73258,East,
32832744,30.21514,-97.70402,South East,
35073903,30.225690000000004,-97.72538,South East,
35071138,30.22477,-97.72488,South East,
38301036,30.283520000000003,-97.74772,Central,
32045244,30.28785,-97.7474,Central,
33612052,30.29705,-97.7384,Central,
38696362,30.28698,-97.74436999999999,Central,
38597252,30.28674,-97.7463,Central,
20654658,30.193409999999997,-97.79261,South,
30150291,30.25365,-97.87479,West,
32845878,30.286440000000002,-97.74763,Central,
38724103,30.216520000000003,-97.63195999999999,Far East,
36483539,30.205009999999998,-97.78318,South,
38021790,30.28507,-97.64556,Far East,
32700260,30.21933,-97.63271999999999,Far East,
38429075,30.20487,-97.8062,South,
32844074,30.290390000000002,-97.74383,Central,
16940438,30.294190000000004,-97.71007,East,
29979197,30.33506,-97.74504,Central,
37254317,30.3442,-97.7463,Central,
38519151,30.20433,-97.8383,South,
38385254,30.20835,-97.85899,South,
33157601,30.26275,-97.70761,East,
30889738,30.398670000000003,-97.65217,North,
32414505,30.277590000000004,-97.75381,Central,
32243978,30.28448,-97.7149,East,
35186161,30.28285,-97.70501999999999,East,
37938042,30.460079999999998,-97.77589,North Suburbs,
31895436,30.221,-97.78896,South,
29780452,30.33196,-97.70029,Central,
38431661,30.248170000000002,-97.74566,South East,
29685473,30.187340000000003,-97.78487,South,
38517571,30.3565,-97.67329000000001,North,
36609877,30.35496,-97.64883,North,
31473328,30.31447,-97.65241,Far East,
20726231,30.255609999999997,-97.77949,West,
38167212,30.448240000000002,-97.77901999999999,North Suburbs,
30209161,30.481540000000003,-97.79165,North Suburbs,
34447070,30.25266,-97.78048000000001,West,
38013349,30.26892,-97.72034000000001,East,
32835834,30.223679999999998,-97.69951999999999,South East,
34572778,30.46487,-97.69429000000001,North Suburbs,
31083771,30.23547,-97.76312,South Central,
9128459,30.244059999999998,-97.78206999999999,South Central,
38379694,30.288970000000003,-97.74868000000001,Central,
38321339,30.289640000000002,-97.749,Central,
38288720,30.289579999999997,-97.74906,Central,
38074956,30.289340000000003,-97.74211,Central,
38133602,30.289209999999997,-97.742,Central,
32145429,30.27992,-97.7544,Central,
31002222,30.27457,-97.74643,Central,
32592262,30.29826,-97.70684,East,
32659163,30.2223,-97.74341,South East,
31760629,30.237440000000003,-97.71308,South East,
36145344,30.287540000000003,-97.76661,Central,
32913849,30.31212,-97.70604,Central,
33615055,30.28477,-97.74866999999999,Central,
38106797,30.34597,-97.78197,West,
35903527,30.270490000000002,-97.74856,Central,
36035117,30.270940000000003,-97.74871,Central,
30257794,30.24132,-97.73178,South East,
38228184,30.40403,-97.70824,North,
32698313,30.28388,-97.71623000000001,East,
32815647,30.28998,-97.74914,Central,
38383467,30.28915,-97.74577,Central,
31357751,30.256890000000002,-97.69861999999999,East,
33131149,30.272640000000003,-97.74831,Central,
33131916,30.27223,-97.74807,Central,
38725935,30.27048,-97.74871,Central,
37811989,30.166290000000004,-97.81809,South,
31922895,30.23504,-97.74916999999999,South Central,
36386105,30.18885,-97.86872,South,
32927762,30.20962,-97.85319,South,
38460596,30.343870000000003,-97.69175,North,
32631446,30.13931,-97.76853,South East,
32269960,30.227929999999997,-97.58977,Far East,
32112728,30.442390000000003,-97.68355,North Suburbs,
35904980,30.35633,-97.64157,North,
